Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",8.94,-0.11,-1.22%,9.18,8.91,391778,"16:01 ET"
AAON,"Aaon Inc",48.98,1.17,+2.45%,49.04,47.99,79953,"16:01 ET"
AAT,"American Assets Trust",46.18,1.07,+2.37%,46.23,45.15,1172284,"16:02 ET"
AAWW,"Atlas Air Ww",42.1,1.52,+3.75%,42.11,40.81,217715,"16:07 ET"
AAXN,"Axon Inc",71.11,0.76,+1.08%,71.13,70.36,720489,"16:07 ET"
ABCB,"Ameris Bancorp",38.13,0.38,+1.01%,38.18,37.5,243954,"16:01 ET"
ABG,"Asbury Automotive Group Inc",80.36,1.15,+1.45%,80.37,78.66,100290,"16:13 ET"
ABM,"ABM Industries Incorporated",39.81,-0.02,-0.05%,40.16,39.78,476158,"16:03 ET"
ACA,"Arcosa Inc",37,1.02,+2.83%,37.09,36.02,516805,"16:01 ET"
ACLS,"Axcelis Tech Inc",15.13,0.39,+2.65%,15.21,14.45,312272,"16:06 ET"
ACOR,"Acorda Therapeutics",7.6,0.49,+6.89%,7.65,7.14,898592,"16:07 ET"
ADC,"Agree Realty Corp",67.2,0.21000000000001,+0.31%,67.27,66.51,234648,"16:02 ET"
ADTN,"Adtran Inc",16.41,0.3,+1.86%,16.53,16.13,391255,"16:01 ET"
ADUS,"Addus Homecare Corp",72.22,2.17,+3.10%,73.64,71,141612,"16:01 ET"
AEGN,"Aegion Corp",16.32,1.12,+7.37%,16.51,15.18,218284,"16:01 ET"
AEIS,"Advanced Energy",52.3,-0.09,-0.17%,53.31,51.88,297918,"16:01 ET"
AEL,"American Equity Investment Life",27.39,0.59,+2.20%,27.56,26.88,630164,"16:03 ET"
AGYS,"Agilysys Inc",22.39,0.12,+0.54%,22.55,22.23,51450,"16:03 ET"
AHH,"Armada Hoffler Properties Inc",17.06,0.12,+0.71%,17.14,16.93,281916,"16:02 ET"
AIN,"Albany International Corp",76.96,1.45,+1.92%,77.2,75.7,131548,"16:02 ET"
AIR,"AAR Corp",33.93,0.52,+1.56%,33.96,33.17,159019,"16:02 ET"
AIT,"Applied Industrial Technologies",57.52,0.4,+0.70%,57.75,56.93,298673,"16:03 ET"
AJRD,"Aerojet Rocketdyne Holdings",41.56,0.61,+1.49%,41.74,40.79,545696,"16:02 ET"
AKR,"Acadia Realty Trust",28.19,0.34,+1.22%,28.2,27.86,583089,"16:02 ET"
AKRX,"Akorn Inc",4.36,0.27,+6.60%,4.38,4.06,1114918,"16:07 ET"
AKS,"AK Steel Holding Corp",2.15,0.09,+4.37%,2.15,2.06,5106297,"16:08 ET"
ALG,"Alamo Group",98.96,1.36,+1.39%,99.09,97.67,31171,"16:02 ET"
ALGT,"Allegiant Travel Com",145.97,2.08,+1.45%,148.69,143.46,168325,"16:01 ET"
ALRM,Alarm.com,55.15,0.23,+0.42%,55.84,54.18,435895,"16:06 ET"
AMAG,"Amag Pharmaceuticals",9.29,0.04,+0.43%,9.36,9.02,856743,"16:06 ET"
AMBC,"Ambac Financial Group",15.18,0.64,+4.40%,15.22,14.56,458301,"16:07 ET"
AMN,"Amn Healthcare Services Inc",52.17,0.5,+0.97%,52.53,51.38,212782,"16:02 ET"
AMPH,"Amphastar Pharma",20,-0.03,-0.15%,20.14,19.72,127133,"16:03 ET"
AMSF,"Amerisafe Inc",60.8,0.68,+1.13%,61.24,59.83,39879,"16:01 ET"
AMWD,"Amer Woodmark Cp",80.5,1.15,+1.45%,81.15,79.32,133673,"16:01 ET"
ANDE,"Andersons Inc",27.46,0.44,+1.63%,27.62,27.11,101093,"16:01 ET"
ANF,"Abercrombie & Fitch Company",15.35,0.12,+0.79%,15.61,14.66,5492326,"16:13 ET"
ANGO,"Angiodynamics Inc",19.58,0.15,+0.77%,19.66,19.22,147790,"16:01 ET"
ANIK,"Anika Therapeutics",40.38,-0.1,-0.25%,40.82,39.7,128185,"16:01 ET"
ANIP,"ANI Pharma Inc",71.25,0.42,+0.59%,72.25,70.91,99677,"16:03 ET"
APEI,"American Pub. Edu.",29.18,0.18,+0.62%,29.46,28.93,50099,"16:02 ET"
APOG,"Apogee Entrpr Inc",38.87,0.82,+2.16%,38.97,38.1,278531,"16:01 ET"
ARCB,"Arcbest Corp",27.38,0.67,+2.51%,27.79,26.8,303972,"16:07 ET"
ARI,"Apollo Commercial Real Estate",18.74,0.059999999999999,+0.32%,18.82,18.69,1466338,"16:02 ET"
ARLO,"Arlo Technologies Inc",3.75,0.12,+3.31%,3.78,3.61,444658,"16:07 ET"
AROC,"Archrock Inc",9.4,0.3,+3.30%,9.45,9.17,532945,"16:02 ET"
ARR,"Armour Residential R",18.51,0.13,+0.71%,18.6,18.42,689854,"16:01 ET"
ARWR,"Arrowhead Pharma",26.13,-0.24,-0.91%,26.75,25.86,1729607,"16:06 ET"
ASIX,"Advansix Inc",26.83,0.74,+2.84%,27.01,26.31,89228,"16:03 ET"
ASNA,"Ascena Retail Group",0.84,-0.04,-4.55%,0.89,0.82,3318632,"16:13 ET"
ASRT,"Assertio Therapeutics Inc",3.32,0.15,+4.73%,3.36,3.15,503998,"16:05 ET"
ASTE,"Astec Inds Inc",30.67,0.19,+0.62%,30.88,30.43,75320,"16:01 ET"
ATNI,"Atn International",62.21,-1.97,-3.07%,65.64,62.12,68000,"16:07 ET"
ATU,"Actuant Corp",24.23,0.38,+1.59%,24.39,24.03,112429,"16:01 ET"
AVA,"Avista Corp",43.93,-0.32,-0.72%,44.61,43.86,621638,"16:03 ET"
AVAV,"Aerovironment Inc",63.62,1.19,+1.91%,63.66,62.24,209665,"16:01 ET"
AVD,"American Vanguard Corp",14.06,0.17,+1.22%,14.14,13.69,52678,"16:02 ET"
AVP,"Avon Products",3.89,0.06,+1.57%,3.92,3.84,7242227,"16:01 ET"
AWR,"American States Water Company",74.48,-0.53,-0.71%,75.71,74.17,125703,"16:03 ET"
AX,"Axos Financial Inc",28.42,0.15,+0.53%,28.77,28.24,175853,"16:05 ET"
AXE,"Anixter International Inc",57.49,0.49,+0.86%,57.58,56.88,122818,"16:03 ET"
AXL,"American Axle & Manufacturing",11.67,0.14,+1.21%,11.77,11.47,777940,"16:02 ET"
AZZ,"Azz Inc",43.98,0.52,+1.20%,44.15,43.42,114500,"16:03 ET"
B,"Barnes Group",56.23,0.86,+1.55%,56.46,55.36,248887,"16:02 ET"
BABY,"Natus Medical Inc",24.59,-0.06,-0.24%,24.85,24.34,130482,"16:01 ET"
BANC,"First Pactrust Bancorp",13.95,0.2,+1.45%,14.06,13.8,177281,"16:02 ET"
BANR,"Banner Corp",52.43,0.32,+0.61%,52.87,52.21,116585,"16:01 ET"
BCC,"Boise Cascade L.L.C.",25.18,0.43,+1.74%,25.2,24.66,173038,"16:02 ET"
BCEI,"Bonanza Creek Energy Inc",18.39,0.28,+1.55%,18.77,18.06,152090,"16:02 ET"
BCOR,"Blucora Inc",31.7,0,0.00%,32.1,31.54,213380,"16:01 ET"
BCPC,"Balchem Cp",97.8,-0.34,-0.35%,98.96,97.54,74642,"16:01 ET"
BEAT,"Biotelemetry Inc",49.85,0.06,+0.12%,50.49,49.64,268704,"16:07 ET"
BELFB,"Bel Fuse Inc Cl B",18.23,0.92,+5.31%,18.64,17.45,29064,"16:02 ET"
BFS,"Saul Centers",58.06,0.88,+1.54%,58.06,57.25,36235,"16:02 ET"
BGG,"Briggs & Stratton Corp",10.25,0.24,+2.40%,10.26,10.05,244766,"16:02 ET"
BGS,"B&G Foods Holdings",22.97,0.2,+0.88%,23.05,22.6,502831,"16:02 ET"
BHE,"Benchmark Electronics",23.87,0.39,+1.66%,23.9,23.53,219788,"16:02 ET"
BHLB,"Berkshire Hills Bancorp",30.49,0.44,+1.46%,30.65,30.17,224693,"16:05 ET"
BIG,"Big Lots",29.16,0.52,+1.82%,29.35,28.63,630902,"16:13 ET"
BJRI,"Bj's Restaurants Inc",41.44,0.53,+1.30%,41.98,41.12,598934,"16:06 ET"
BKE,"Buckle Inc",16.63,0.48,+2.97%,16.74,16.21,334363,"16:13 ET"
BKS,"Barnes & Noble",6.86,-0.04,-0.58%,6.96,6.81,3490048,"16:13 ET"
BLD,"Topbuild Corp",82.21,1.58,+1.96%,82.54,80.68,409121,"16:03 ET"
BMI,"Badger Meter",57.02,1.03,+1.84%,57.05,56.1,120060,"16:02 ET"
BNED,"Barnes & Noble Education Inc C",3.46,0.16,+4.85%,3.48,3.26,269512,"16:02 ET"
BOOM,"Dynamic Materials",63.33,-1.62,-2.49%,66.09,61.23,581415,"16:01 ET"
BOOT,"Boot Barn Holdings Inc",31.99,0.92,+2.96%,32.05,31.15,844997,"16:13 ET"
BPFH,"Boston Pvt Finl Hldg",11.13,0.13,+1.18%,11.2,11,326975,"16:01 ET"
BRC,"Brady Corp",48.5,0.32,+0.66%,48.55,47.99,143457,"16:02 ET"
BRKL,"Brookline Bancorp",14.79,-0.05,-0.34%,15,14.73,236022,"16:01 ET"
BRKS,"Brooks Automation",39.37,0.35,+0.90%,39.72,38.73,300405,"16:06 ET"
CAL,"Caleres Inc",20.1,0.62,+3.18%,20.13,19.44,1082016,"16:13 ET"
CALM,"Cal-Maine Foods IN",40.97,0.26,+0.64%,41.14,40.57,193585,"16:06 ET"
CAMP,"Calamp Corp",10.32,0.07,+0.68%,10.4,10.26,141266,"16:06 ET"
CASH,"Meta Financial Group",28.42,0.73,+2.64%,28.45,27.85,353277,"16:01 ET"
CATM,"Cardtronics Inc",28.48,-0.15,-0.52%,29.25,28.23,1029177,"16:06 ET"
CATO,"Cato Corp",12.48,0.08,+0.65%,12.53,12.24,203518,"16:13 ET"
CBB,"Cincinnati Bell Inc",5.46,-0.04,-0.73%,5.61,5.39,326368,"16:02 ET"
CBL,"Cbl & Associates Properties",1.13,0.06,+5.61%,1.14,1.05,2732620,"16:08 ET"
CBM,"Cambrex Corp",43.97,0.3,+0.69%,44.27,43.64,120808,"16:02 ET"
CBU,"Community Bank System",64.24,0.66999999999999,+1.05%,64.49,63.76,115176,"16:02 ET"
CCMP,"Cabot Microelectron",108,1.46,+1.37%,108.63,107.11,139934,"16:07 ET"
CCOI,"Cogent Comm Hldgs",59.96,-0.68,-1.12%,61.02,59.68,228983,"16:01 ET"
CCRN,"Cross Ctry Hlthcr",7.83,0.33,+4.40%,7.83,7.57,106052,"16:03 ET"
CCS,"Century Communities Inc",27.89,0.43,+1.57%,28.1,27.43,208265,"16:03 ET"
CDR,"Cedar Shopping Centers Inc",2.85,0.01,+0.35%,2.86,2.83,153164,"16:02 ET"
CECO,"Career Education",19.68,0.07,+0.36%,19.83,19.61,416366,"16:01 ET"
CEIX,"Consol Energy Inc",25.53,-0.31,-1.20%,26.11,25.31,394808,"16:03 ET"
CENT,"Central Garden",28.09,0.54,+1.96%,28.09,27.56,74908,"16:01 ET"
CENTA,"Central Garden & Pet",25.61,0.44,+1.75%,25.65,25.24,102772,"16:01 ET"
CENX,"Century Aluminum C",6.3,0.61,+10.72%,6.43,5.78,3183215,"16:07 ET"
CEVA,"Ceva Inc",24.52,-0.5,-2.00%,25.18,24.4,138568,"16:01 ET"
CHCO,"City Holding CO",74.97,-0.02,-0.03%,75.94,74.61,48561,"16:01 ET"
CHCT,"Community Healthcare Trust Inc",37.66,0.009999999999998,+0.03%,37.91,37.49,72781,"16:02 ET"
CHEF,"The Chefs Warehouse",34.06,0.83,+2.50%,34.07,33.13,230563,"16:01 ET"
CHS,"Chico's Fas",3.49,-0.06,-1.69%,3.63,3.49,3484960,"16:13 ET"
CHSP,"Chesapeake Lodging Trust",29.03,0.28,+0.97%,29.06,28.8,139638,"16:02 ET"
CHUY,"Chuy's Holdings Inc",20.33,0.39,+1.96%,20.66,20.13,78055,"16:01 ET"
CIR,"Circor International",45,0.36,+0.81%,45.28,44.67,129493,"16:02 ET"
CJ,"C&J Energy Services Inc",11.2,0.58,+5.46%,11.21,10.7,1375732,"16:03 ET"
CKH,"Seacor Smit Inc",43,0.79,+1.87%,43.54,42.11,51868,"16:02 ET"
CLDT,"Chatham Lodging Trust [Reit]",19.3,0.24,+1.26%,19.32,19.08,139155,"16:02 ET"
CLW,"Clearwater Paper Corp",19.3,0.010000000000002,+0.05%,19.6,19.12,106475,"16:02 ET"
CMO,"Capstead Mortgage Corp",8.3,0.1,+1.22%,8.33,8.15,403551,"16:03 ET"
CMTL,"Comtech Telecom CO",27.02,0.76,+2.89%,27.09,26.39,186568,"16:03 ET"
CNMD,"C O N M E D Cp",84.05,-0.14,-0.17%,84.79,83.36,204251,"16:03 ET"
CNSL,"Consolidated Communications Holdings Inc",4.48,0.06,+1.36%,4.6,4.38,1001360,"16:07 ET"
COHU,"Cohu Inc",16.46,0.16,+0.98%,16.55,16.22,132197,"16:09 ET"
COKE,"Coca Cola Bot Cons",314.13,3.28,+1.06%,318.37,312,35030,"16:01 ET"
COLB,"Columbia Banking Sys",35.17,0.19,+0.54%,35.48,34.9,129822,"16:06 ET"
CONN,"Conn's Inc",17.77,0.59,+3.43%,18.09,17.27,550099,"16:13 ET"
CORE,"Core Mark Holding",39.11,0.38,+0.98%,39.23,38.29,169638,"16:03 ET"
CORT,"Corcept Therapeutics",10.41,0,0.00%,10.59,10.32,311068,"16:07 ET"
CPF,"Central Pacific Financial CO",28.86,0.31,+1.09%,28.87,28.61,103909,"16:02 ET"
CPS,"Cooper Std Hldg Inc",39.12,-2.77,-6.61%,39.66,36.11,337163,"16:02 ET"
CPSI,"Computer Programs",26.58,0.28,+1.06%,26.72,26.28,99938,"16:03 ET"
CRAY,"Cray Inc",34.69,0.05,+0.14%,34.76,34.57,776220,"16:07 ET"
CRCM,"Care.com Inc",14.5,0.17,+1.19%,14.54,14.29,160369,"16:02 ET"
CROX,"Crocs Inc",19.09,-0.12,-0.62%,19.44,18.54,1212923,"16:09 ET"
CRVL,"Corvel Cp",82.43,0.46,+0.56%,83.5,81.75,151087,"16:01 ET"
CRY,Cryolife,29.3,0.02,+0.07%,29.54,29.18,165781,"16:02 ET"
CRZO,"Carrizo Oil & Gas",9.55,0.28,+3.02%,9.73,9.25,3505770,"16:07 ET"
CSGS,"C S G Sys Intl",47.3,-0.1,-0.21%,47.62,47.09,83238,"16:05 ET"
CSII,"Cardiovascular Syst",40.09,0.1,+0.25%,40.49,39.57,240340,"16:03 ET"
CTB,"Cooper Tire & Rubber Company",30.6,0.06,+0.20%,31.03,30.39,409104,"16:03 ET"
CTRE,"Caretrust REIT Inc",24.36,0.07,+0.29%,24.49,24.14,435821,"16:06 ET"
CTRL,"Control4 Corp",23.72,-0.04,-0.17%,23.8,23.7,402760,"16:07 ET"
CTS,"Cts Corp",28.06,0.37,+1.34%,28.06,27.45,94412,"16:03 ET"
CUB,"Cubic Corp",62.68,0.61,+0.98%,62.84,61.55,171470,"16:02 ET"
CUBI,"Customers Bancorp",20.71,-0.03,-0.14%,20.89,20.59,205439,"16:03 ET"
CUTR,"Cutera Inc",17.85,1.07,+6.38%,17.89,16.86,113031,"16:01 ET"
CVBF,"Cvb Financial Corp",21.32,0.11,+0.52%,21.48,21.2,332679,"16:01 ET"
CVCO,"Cavco Inds Inc",155.52,3.51,+2.31%,155.74,152.83,118316,"16:01 ET"
CVGW,"Calavo Growers Inc",96.69,-0.49,-0.50%,98.11,96.14,114903,"16:06 ET"
CWT,"California Water Service Group Holding",50.28,-0.5,-0.98%,51.29,50.07,182422,"16:03 ET"
CYH,"Community Health Systems",2.74,0.03,+1.11%,2.77,2.66,1181539,"16:02 ET"
CYTK,Cytokinetics,9.94,0.45,+4.74%,10.04,9.38,448900,"16:07 ET"
DAKT,"Daktronics Inc",6.2,0.1,+1.64%,6.25,6.09,709495,"16:01 ET"
DAR,"Darling International Inc",19.74,0.49,+2.55%,19.77,19.33,1132708,"16:01 ET"
DBD,"Diebold Nixdorf Inc",9.14,0.040000000000001,+0.44%,9.22,8.93,1035502,"16:03 ET"
DBI,"Designer Brands Inc",17.91,-0.030000000000001,-0.17%,18.15,17.6,1782987,"16:13 ET"
DCOM,"Dime Community Bncsh",18.5,0.01,+0.05%,18.74,18.4,112729,"16:03 ET"
DDD,"3D Systems Corp",8.22,0.25,+3.14%,8.23,8.01,1251555,"16:02 ET"
DEA,"Easterly Government Properties",18.55,0.1,+0.54%,18.61,18.43,396984,"16:02 ET"
DF,"Dean Foods Company",1.09,0.06,+5.83%,1.13,1.03,2061685,"16:01 ET"
DFIN,"Donnelly Financial Solutions Inc",12.41,-0.09,-0.72%,12.7,12.38,112563,"16:03 ET"
DGII,"Digi Intl Inc",11.49,0.04,+0.35%,11.79,11.41,70519,"16:03 ET"
DIN,"Dineequity Inc",94.74,0.94,+1.00%,96.59,94.37,260433,"16:02 ET"
DIOD,"Diodes Inc",33.78,0.31,+0.93%,33.94,33.56,157631,"16:07 ET"
DNR,"Denbury Resources",1.26,0.12,+10.53%,1.27,1.18,15823466,"16:08 ET"
DO,"Diamond Offshore Drilling",8.16,0.49,+6.39%,8.17,7.78,3495571,"16:01 ET"
DORM,"Dorman Products Inc",85.69,0.91,+1.07%,86.52,84.61,87648,"16:01 ET"
DPLO,"Diplomat Pharmacy Inc",4.43,0.1,+2.31%,4.44,4.19,791141,"16:02 ET"
DRH,"Diamondrock Hospitality Company",10.21,0.06,+0.59%,10.21,10.1,905939,"16:04 ET"
DRQ,Dril-Quip,42.49,1.77,+4.35%,42.77,41.49,304839,"16:02 ET"
DSPG,"D S P Group Inc",14.05,-0.14,-0.99%,14.38,14.01,125009,"16:01 ET"
DXPE,"Dxp Enterprise",34.64,0.46,+1.35%,35.12,33.8,50025,"16:02 ET"
EBIX,"Ebix Inc",53.13,0.94,+1.80%,53.67,52.1,150263,"16:03 ET"
EBS,"Emergent Biosolutions",44.83,0.51,+1.15%,45.24,43.76,369071,"16:02 ET"
ECHO,"Echo Global Logistic",20.82,0.27,+1.31%,21.05,20.57,225571,"16:01 ET"
ECOL,"US Ecology Inc",61.07,0.12,+0.20%,61.62,59.93,64935,"16:01 ET"
ECPG,"Encore Capital Group",36.34,0.46,+1.28%,36.38,35.84,126061,"16:06 ET"
EE,"El Paso Electric Company",65.03,0.099999999999994,+0.15%,65.29,64.74,483992,"16:02 ET"
EFII,"Elec Imaging Inc",36.85,-0.01,-0.03%,36.9,36.83,550212,"16:07 ET"
