Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
LGND,"Ligand Pharm",107.41,-6.37,-5.60%,113.81,113.81,107.15,397880,"16:11 ET"
LHCG,"LHC Group Inc",114.64,-1.86,-1.60%,116.71,117.08,114.34,168949,"16:01 ET"
LILA,"Liberty Latin America Cl A",18.08,-0.21,-1.15%,18.28,18.36,18.08,152161,"16:01 ET"
LILAK,"Liberty Latin America Cl C",18.23,-0.2,-1.09%,18.37,18.5,18.22,227247,"16:01 ET"
LITE,"Lumentum Hld",46.13,-0.83,-1.77%,46.15,46.52,45.37,750856,"16:07 ET"
LIVN,"Livanova Plc OR Sh",71.93,-0.46,-0.64%,72.35,72.57,71.67,244301,"16:13 ET"
LKFN,"Lakeland Finl Corp",46.2,0.19,+0.41%,46.16,46.49,45.77,51868,"16:01 ET"
LKQ,"LKQ Corp",26.24,-0.13,-0.49%,26.33,26.39,25.99,1080794,"16:10 ET"
LMAT,"Lemaitre Vascular",26.06,-0.5,-1.88%,26.53,26.92,26.01,68581,"16:01 ET"
LMNX,"Luminex Corp",21.31,-0.42,-1.93%,21.78,21.81,21.3,136914,"16:11 ET"
LNT,"Alliant Energy Corp",50,0.77,+1.56%,49.39,50.01,49.33,1123666,"16:07 ET"
LNTH,"Lantheus Holdings",26.45,-0.05,-0.19%,26.49,26.86,26.23,225928,"16:01 ET"
LOB,"Live Oak Bancsh",16.99,-0.09,-0.53%,17.07,17.1,16.81,99721,"16:01 ET"
LOGI,"Logitech Int S.A.",37.15,-0.74,-1.95%,37.39,37.4,37.02,192076,"16:01 ET"
LOGM,"Logmein Inc",68.91,-1.04,-1.49%,69.77,70.08,68,628120,"16:10 ET"
LOOP,"Loop Industries Inc",8.1,-0.87,-9.70%,9,9,7.94,63380,"16:01 ET"
LOPE,"Grand Canyon Educati",123.37,0.28,+0.23%,122.74,123.67,121.92,253667,"16:01 ET"
LORL,"Loral Space Comm",34.45,-0.23,-0.66%,34.91,35,34.45,19093,"16:01 ET"
LPLA,"Lpl Financial Hld",83.88,-0.76,-0.90%,84.67,84.96,83.65,543351,"16:10 ET"
LPSN,"Liveperson Inc",26.91,-0.12,-0.44%,27.02,27.13,26.5,430205,"16:07 ET"
LRCX,"Lam Research Corp",176.8,-3.39,-1.88%,176.32,177.46,173.5,2130029,"16:13 ET"
LSTR,"Landstar System",104.25,-0.58,-0.55%,104.75,105.71,103.42,296954,"16:07 ET"
LSXMA,"Liberty Srs XM CS A",36.49,-0.34,-0.92%,36.78,37.03,36.39,606525,"16:01 ET"
LSXMK,"Liberty Srs XM CS C",36.72,-0.29,-0.78%,36.93,37.21,36.59,563054,"16:07 ET"
LTRPA,"Liberty Tripadv A",12.12,-0.06,-0.49%,12.13,12.21,11.99,536568,"16:07 ET"
LTXB,"Legacytexas Fnl",38.22,0.28,+0.74%,37.95,38.39,37.56,83108,"16:11 ET"
LULU,"Lululemon Athletica",176.71,2.19,+1.25%,173.04,177.72,171.6,3598851,"16:18 ET"
LXRX,"Lexicon Pharmaceutcl",5.65,-0.21,-3.58%,5.88,5.89,5.56,198346,"16:07 ET"
LYFT,"Lyft Inc Cl A",60.96,-0.25,-0.41%,61,61.39,59.97,1940423,"16:09 ET"
MANH,"Manhattan Assoc",68.22,-0.29,-0.42%,68.46,68.75,67.73,298959,"16:07 ET"
MANT,"Mantech Intl Cp A",63.32,-0.83,-1.29%,64.12,64.27,63.14,73060,"16:01 ET"
MAR,"Marriot Int Cl A",133.68,0.06,+0.04%,133.63,134.03,132.17,866424,"16:01 ET"
MASI,"Masimo Corp",141.08,-3.46,-2.39%,144.77,144.77,140.78,252780,"16:11 ET"
MAT,"Mattel Inc",11.85,0.12,+1.02%,11.6,11.86,11.39,8289233,"16:10 ET"
MATW,"Matthews Intl Corp",36.63,-0.45,-1.21%,36.82,36.93,36.45,127039,"16:01 ET"
MCHP,"Microchip Technology",83.19,-0.91,-1.08%,81.41,83.52,80.15,3363572,"16:13 ET"
MCRI,"Monarch Casino",41.81,-1.07,-2.50%,42.85,43,41.72,28689,"16:01 ET"
MDB,"Mongodb Inc Cl A",165.68,-1.28,-0.77%,166.75,167.76,163.55,513069,"16:03 ET"
MDCA,"Mdc Partners Cl A",2.85,-0.07,-2.40%,2.91,2.94,2.81,279830,"16:01 ET"
MDCO,"Medicines CO",35.28,-0.58,-1.62%,35.89,36.26,35.2,529395,"16:10 ET"
MDGL,"Madrigal Pharmaceuticals Inc",97.53,-6.01,-5.80%,103.23,103.23,96.5,202138,"16:01 ET"
MDLZ,"Mondelez Intl Inc",55.05,0.4,+0.73%,54.72,55.22,54.59,4682107,"16:12 ET"
MDRX,"Allscripts Hlthcare",10.26,-0.14,-1.35%,10.38,10.41,10.25,1074381,"16:07 ET"
MDSO,"Medidata Solutions",91.36,-0.09,-0.10%,91.38,91.55,91.25,4730533,"16:18 ET"
MEDP,"Medpace Holdings Inc",55.39,-0.99,-1.76%,56.45,58.2,55.37,321193,"16:11 ET"
MELI,"Mercadolibre Inc",616,-19.59,-3.08%,632.87,635.59,609.41,619291,"16:11 ET"
MERC,"Mercer Intl Inc",15.32,-0.05,-0.33%,15.45,15.55,15.25,657132,"16:10 ET"
MGEE,"Mge Energy Inc",69.39,-0.26,-0.37%,69.61,70.07,69.22,45449,"16:01 ET"
MGI,"Moneygram Intl",1.49,-0.06,-3.87%,1.55,1.61,1.47,447967,"16:01 ET"
MGIC,"Magic Software Entpr",8.4,0.08,+0.96%,8.39,8.54,8.31,6079,"16:01 ET"
MGLN,"Magellan Health",65.48,0.05,+0.08%,65.39,65.88,64.5,150429,"16:01 ET"
MGNX,Macrogenics,15.22,-0.1,-0.65%,15.26,15.3,14.84,422175,"16:10 ET"
MGPI,"MGP Ingredients Inc",61.76,-0.99,-1.58%,62.8,63.88,61.66,79161,"16:07 ET"
MGRC,"Mcgrath Rentcorp",60.19,-0.85,-1.39%,60.99,61.2,60.19,45657,"16:01 ET"
MHLD,"Maiden Holdings Ltd",0.83,0,-0.59%,0.83,0.88,0.8,617316,"16:01 ET"
MIDD,"Middleby Corp",131.1,-1.86,-1.40%,132.94,132.94,130.55,453385,"16:07 ET"
MIK,"The Michaels Comp",8.9,0.1,+1.14%,8.79,9,8.69,2171893,"16:10 ET"
MIME,"Mimecast Limited Ord",43.89,-0.03,-0.07%,43.54,44.17,42.34,296886,"16:01 ET"
MINI,"Mobile Mini Inc",30.73,-0.52,-1.66%,31.26,31.52,30.72,155685,"16:11 ET"
MKSI,"Mks Instruments Inc",71.86,-1.78,-2.42%,72.3,72.3,70.89,588565,"16:13 ET"
MKTX,"Marketaxess Holdings",320.05,2.38,+0.75%,317.79,322.89,316.68,311173,"16:07 ET"
MLCO,"Melco Resorts & Entertainment",20.04,-0.41,-2.00%,20.4,20.4,19.81,862388,"16:01 ET"
MLHR,"Miller Herman Inc",38.02,-0.56,-1.45%,38.54,38.54,38,368698,"16:07 ET"
MLNX,"Mellanox Technologies",110.07,-0.72,-0.65%,110,110.44,109.51,315130,"16:07 ET"
MMLP,"Martin Midstrm LP",6.48,-0.18,-2.70%,6.72,6.72,6.41,132721,"16:01 ET"
MMSI,"Merit Medical Sys",57.77,1.03,+1.82%,57.05,58.77,56.74,388796,"16:11 ET"
MMYT,"Makemytrip Ltd",25.46,-0.49,-1.89%,25.71,25.88,25.33,175266,"16:06 ET"
MNRO,"Monro Muffler Brak",86.08,1.68,+1.99%,83.75,86.56,83.75,260353,"16:07 ET"
MNST,"Monster Beverage Cp",61.33,0.73,+1.20%,60.81,62.13,60.81,3727044,"16:11 ET"
MNTA,"Momenta Pharma",11.98,-0.16,-1.32%,12.12,12.46,11.96,373155,"16:07 ET"
MOMO,"Momo Inc Ads",31.03,-0.64,-2.02%,31,31.38,30.57,2397411,"16:16 ET"
MORN,"Morningstar Inc",145.59,-1.16,-0.79%,146.79,147.6,144.74,77634,"16:01 ET"
MPB,"Mid Penn Bancorp Inc",25.58,0.01,+0.04%,25.58,25.62,25.38,23293,"16:04 ET"
MPWR,"Monolithic Power Sys",126.41,-3.54,-2.72%,125.82,128.23,125.82,358493,"16:15 ET"
MRCY,"Mercury Sys Inc",66.73,-2.28,-3.30%,68.85,69.29,66.66,328495,"16:07 ET"
MRKR,"Marker Therapeutics Inc",6.27,0.17,+2.79%,6.12,6.35,6.06,317199,"16:19 ET"
MRNA,"Moderna Inc",15.4,-0.76,-4.70%,16.25,16.67,15.32,2060284,"16:19 ET"
MRTN,"Marten Transport L",18.36,-0.21,-1.13%,18.55,18.68,18.19,134265,"16:01 ET"
MRTX,"Mirati Therapeutics",94.26,-1.71,-1.78%,95.46,96.82,93.35,475408,"16:05 ET"
MRVL,"Marvell Tech Group",23.83,-0.43,-1.77%,23.62,24,23.43,5486728,"16:10 ET"
MSEX,"Middlesex Water CO",61.87,0.86,+1.41%,61.14,62.2,61.05,76376,"16:01 ET"
MSFT,"Microsoft Corp",132.45,0.13,+0.10%,132.26,133.79,131.64,17392451,"16:19 ET"
MSTR,"Microstrategy Cl A",133.65,1.6,+1.21%,131.48,133.98,130.97,64557,"16:01 ET"
MTCH,"Match Group Inc CS",72.09,-0.48,-0.66%,72.97,72.97,71.21,829828,"16:08 ET"
MTSC,"M T S Systems Cp",55.24,0.08,+0.15%,55.07,55.35,54.38,72465,"16:01 ET"
MU,"Micron Technology",32.66,-0.72,-2.16%,32.45,32.84,32.24,19117725,"16:19 ET"
MXIM,"Maxim Integrated",56.05,-1.85,-3.20%,56.37,56.6,55.82,2109459,"16:01 ET"
MYGN,"Myriad Genetics Inc",24.01,-1.98,-7.62%,25.74,26.24,23.52,1357287,"16:18 ET"
MYL,"Mylan NV Ord Shs",17.02,-0.36,-2.07%,17.41,17.51,16.91,4316524,"16:15 ET"
MYOK,"Myokardia Inc",46.22,-0.95,-2.01%,47.21,47.94,46.18,184195,"16:10 ET"
NATI,"Natl Instruments Cor",39.89,-0.5,-1.24%,40.23,40.29,39.69,360576,"16:07 ET"
NAVI,"Navient Cp",13.33,-0.03,-0.22%,13.34,13.37,13.06,1061450,"16:07 ET"
NBIX,"Neurocrine Bioscienc",83.92,-0.16,-0.19%,83.94,84.52,82.77,505667,"16:07 ET"
NBTB,"NBT Bancorp Inc",36.79,0.08,+0.22%,36.71,37.11,36.43,87508,"16:01 ET"
NCSM,"Ncs Multistage Holdings Inc",2.81,0.01,+0.36%,2.85,2.85,2.69,42229,"16:01 ET"
NDAQ,"Nasdaq Inc",95.71,0.27,+0.28%,95.62,95.99,95,391144,"16:01 ET"
NDSN,"Nordson Corp",130.12,-3.73,-2.79%,133.65,133.65,129.98,133320,"16:01 ET"
NEO,"Neogenomics Inc",23.09,0.08,+0.35%,23.08,23.48,22.81,546281,"16:17 ET"
NEOG,"Neogen Cp",62.01,0.42,+0.68%,61.6,62.92,60.97,225729,"16:11 ET"
NESR,"National Energy Services Reunited Corp",7.64,-0.26,-3.29%,7.96,7.96,7.55,192234,"16:01 ET"
NEXT,"Nextdecade Corp",6.21,0.23,+3.85%,5.93,6.3,5.92,59142,"16:01 ET"
NFBK,"Northfield Bncrp Del",15.19,0.05,+0.33%,15.07,15.32,15.02,70966,"16:01 ET"
NFLX,"Netflix Inc",339.73,-3.7,-1.08%,341.63,343.4,336.15,4979689,"16:19 ET"
NGHC,"National General Hld",24.07,0.07,+0.29%,23.99,24.17,23.94,296863,"16:01 ET"
NH,"Nanthealth Inc",0.58,-0.03,-4.55%,0.6,0.62,0.55,58420,"16:01 ET"
NICE,"Nice Ltd",138.32,-0.38,-0.27%,138.88,139.3,137.95,130949,"16:01 ET"
NIHD,"NII Holdings",1.83,0,0.00%,1.83,1.86,1.8,552425,"16:01 ET"
NKTR,"Nektar Therapeutics",33.4,-0.63,-1.85%,34.12,34.24,33.23,663434,"16:07 ET"
NMIH,"Nmi Holdings Inc",28.84,0.05,+0.17%,28.8,29,28.57,242351,"16:07 ET"
NMRK,"Newmark Group Inc Cl A",8.36,-0.08,-0.95%,8.46,8.49,8.31,523306,"16:10 ET"
NOVT,"Novanta Inc",85.73,-0.61,-0.71%,86.16,86.2,84.75,95607,"16:01 ET"
NRC,"National Research Corp",51.98,0.98,+1.92%,50.99,51.99,50.84,51363,"16:01 ET"
NSIT,"Insight Enterpr",54.66,-0.44,-0.80%,54.96,55.01,54.15,144163,"16:01 ET"
NTAP,"Netapp Inc",60.98,-1.18,-1.90%,61.84,61.9,60.76,1955965,"16:07 ET"
NTCT,"Netscout Systems",25.69,-0.93,-3.49%,26.55,26.55,25.66,258016,"16:07 ET"
NTES,"Netease Inc Ads",265.94,-1.44,-0.54%,265.18,267.39,264.24,960838,"16:10 ET"
NTGR,"Netgear Inc",25.04,-0.51,-2.00%,25.44,25.57,25.03,117191,"16:11 ET"
NTLA,"Intellia Thera CS",13.9,-0.49,-3.41%,14.4,14.47,13.87,269062,"16:07 ET"
NTNX,"Nutanix Inc",25.41,-2.14,-7.77%,27.1,27.11,24.75,8220576,"16:19 ET"
NTRA,"Natera Inc",24.76,-0.4,-1.59%,25.04,25.56,24.41,578947,"16:07 ET"
NTRS,"Northern Trust Corp",87.17,-0.07,-0.08%,87.45,87.78,86.21,932282,"16:15 ET"
NUAN,"Nuance Communicatns",16.83,-0.18,-1.06%,16.97,16.99,16.68,1448407,"16:10 ET"
NUVA,"Nuvasive Inc",57.92,-1.73,-2.90%,59.48,59.99,57.8,273289,"16:07 ET"
NVAX,"Novavax Inc",4.98,-0.22,-4.23%,5.09,5.25,4.92,636417,"16:15 ET"
NVCR,"Novocure Ltd Ord Sh",55.08,-1.98,-3.47%,57.11,57.75,54.94,368306,"16:10 ET"
NVDA,"Nvidia Corp",144.64,-3.62,-2.44%,144.51,145.49,142.84,9700154,"16:19 ET"
NVLN,"Novelion Therapeutics Inc",0.87,0.01,+1.16%,0.88,0.88,0.84,42549,"16:01 ET"
NVMI,"Nova Measuring Instr",26.44,-0.26,-0.97%,26.33,26.53,26.19,57906,"16:01 ET"
NWBI,"Northwest Bancshares",17.13,0.03,+0.18%,17.1,17.18,17.04,220603,"16:01 ET"
NWL,"Newell Rubbermaid Inc",14.5,-0.36,-2.42%,14.82,14.82,14.39,2923507,"16:15 ET"
NWLI,"Natl Wstrn Life Gp A",262.2,3.18,+1.23%,260,266.94,258.6,12047,"16:01 ET"
NWS,"News Cp Cl B",12.21,0.05,+0.41%,12.12,12.23,12.05,1288113,"16:01 ET"
NWSA,"News Cp Cl A",11.83,0.04,+0.34%,11.77,11.86,11.77,3149904,"16:01 ET"
NXGN,"Nextgen Healthcare Inc",18.73,-0.19,-1.00%,18.78,19.15,18.73,247807,"16:11 ET"
NXPI,"Nxp Semiconductors",90.89,-3.55,-3.76%,91.89,92.99,90.88,3686065,"16:15 ET"
NXST,"Nexstar Broadcasting",99.28,-1.8,-1.78%,100.94,100.94,98.98,221462,"16:07 ET"
NYNY,"Empire Resorts Inc",10.57,-0.77,-6.79%,11.41,11.52,10.21,8161,"16:01 ET"
OBSV,"Obseva Sa",10.1,0.05,+0.50%,10.55,11,10.03,45259,"16:01 ET"
OCFC,"Oceanfirst Finl Corp",24.24,0.1,+0.41%,23.98,24.39,23.98,219052,"16:01 ET"
ODFL,"Old Dominion Freig",142.04,0.55,+0.39%,141.16,142.39,139.01,297962,"16:04 ET"
ODP,"Office Depot",1.9,-0.04,-2.06%,1.94,1.95,1.9,2722887,"16:19 ET"
OFIX,"Orthofix Intl NV",51.34,-0.15,-0.29%,51.59,51.79,50.92,77722,"16:01 ET"
OFLX,"Omega Flex Inc",82.9,0.9,+1.10%,81.67,82.9,78.5,15601,"16:01 ET"
OKTA,"Okta Inc Cl A",128.95,-1.4,-1.07%,129.83,130.96,127.69,863508,"16:19 ET"
OLED,"Universal Display",172.34,-1.54,-0.89%,171.86,173.92,170.11,404848,"16:07 ET"
OLLI,"Ollies Bargain CS",91.83,-2.06,-2.19%,93,94.18,91.82,839761,"16:10 ET"
OMCL,"Omnicell Inc",81.03,-1.36,-1.65%,82.58,83.49,80.94,152666,"16:11 ET"
OMER,"Omeros Corp",16.2,-0.75,-4.42%,16.9,16.9,16.17,305219,"16:07 ET"
ON,"On Semiconductor",19.05,-1.09,-5.41%,19.54,19.54,18.88,8440666,"16:19 ET"
ONB,"Old National Bncp",16.51,0.03,+0.18%,16.52,16.58,16.34,401606,"16:11 ET"
ONCE,"Spark Therap",97.7,-1.83,-1.84%,99,99.18,96.99,707775,"16:07 ET"
OPB,"Opus Bank",20.77,0.01,+0.05%,20.72,20.9,20.56,69407,"16:01 ET"
OPI,"Office Properties Income Trust",23.98,-0.63,-2.56%,24.47,24.5,23.5,248988,"16:06 ET"
OPK,"Opko Health Inc",1.9,-0.05,-2.56%,1.93,1.96,1.89,2486613,"16:01 ET"
OPTN,"Optinose Inc",6.9,-0.06,-0.86%,6.94,7.15,6.74,150220,"16:01 ET"
ORLY,"O'Reilly Automotive",387.96,0.39,+0.10%,389.6,390.1,386.17,443388,"16:13 ET"
OSIS,"O S I Systems Inc",112.87,0.18,+0.16%,112.3,113.11,111.71,152580,"16:01 ET"
OSTK,"Overstock.com Inc",9.48,-0.38,-3.85%,9.8,10.01,9.33,980836,"16:18 ET"
OSUR,"Orasure Tech Inc",8.54,-0.14,-1.61%,8.7,8.72,8.54,291107,"16:07 ET"
OTTR,"Otter Tail Corp",51.72,-0.18,-0.35%,51.98,52.36,51.71,49440,"16:01 ET"
OZK,"Bank Ozk",30.47,-0.05,-0.16%,30.47,30.54,29.83,623856,"16:10 ET"
PAAS,"Pan Amer Silver Corp",11.63,-0.06,-0.51%,11.8,11.84,11.48,2816067,"16:11 ET"
PACB,"Pacific Biosciences",6.65,-0.01,-0.15%,6.66,6.66,6.61,1176291,"16:07 ET"
PACW,"Pacwest Bancorp",38.39,0.12,+0.31%,38.34,38.47,37.74,558799,"16:10 ET"
PATK,"Patrick Inds Inc",46.8,0.32,+0.69%,46.38,47.12,45.94,159567,"16:01 ET"
PAYX,"Paychex Inc",86.68,-0.25,-0.29%,86.95,87.05,86.55,1241001,"16:01 ET"
PBCT,"People's United Finl",16.34,0.1,+0.62%,16.25,16.37,16.11,1950510,"16:07 ET"
PBYI,"Puma Biotechnology",12.82,-0.72,-5.32%,13.47,13.56,12.81,736558,"16:10 ET"
PCAR,"Paccar Inc",70.02,0.05,+0.07%,70,70.29,69.22,830426,"16:01 ET"
PCH,"Potlatch Cp",37.36,0.07,+0.19%,37.42,38.04,37.34,291177,"16:07 ET"
PCRX,"Pacira Pharm Inc",43.66,-0.42,-0.95%,43.92,44.32,43.42,333832,"16:10 ET"
PCTY,"Paylocity Hldng Corp",94.87,-0.61,-0.64%,94.99,95.98,93.68,215267,"16:07 ET"
PDCE,"Pdc Energy Inc",32.09,-0.96,-2.90%,32.94,33.69,31.66,1114443,"16:10 ET"
PDCO,"Patterson Companies",22.4,0.07,+0.31%,22.26,22.44,21.95,521105,"16:10 ET"
PEGA,"Pegasystems Inc",70.14,-1.05,-1.47%,71.09,71.09,69.83,162782,"16:01 ET"
PEGI,"Pattern Energy Cl A",22.88,0.19,+0.84%,22.71,23.03,22.6,791721,"16:07 ET"
PENN,"Penn Natl Gaming Inc",19.59,-0.39,-1.95%,20.01,20.02,19.58,859284,"16:01 ET"
PEP,"Pepsico Inc",132.73,-0.21,-0.16%,133.01,133.54,132.55,3107758,"16:07 ET"
PETS,"Petmed Express Inc",17.6,0,0.00%,17.6,17.94,17.51,536300,"16:07 ET"
PFBC,"Preferred Bank LA",46.66,0.14,+0.30%,46.53,46.78,46.21,38688,"16:01 ET"
PFBI,"Premier Finl Bncp",15.8,-0.14,-0.88%,15.8,15.99,15.72,14822,"16:01 ET"
PFG,"Principal Financial Group Inc",55.91,0.46,+0.83%,55.46,56.02,54.96,593932,"16:01 ET"
PFIS,"Peoples Finl Svcs CO",43.2,0.5,+1.17%,42.9,43.59,42.76,19026,"16:01 ET"
PFPT,"Proofpoint Inc",107.18,-2.17,-1.98%,109.19,110,107.08,231601,"16:13 ET"
PINC,"Premier Inc Cl A",37.02,-0.65,-1.73%,37.61,37.61,36.88,408038,"16:10 ET"
PLAY,"Dave & Buster's Ente",39.58,-0.48,-1.20%,39.84,40.59,39.49,2291010,"16:18 ET"
PLCE,"Children's Place Inc",96.92,1.4,+1.47%,95.52,98.07,95.52,634001,"16:10 ET"
PLUS,"Eplus Inc",71.52,-0.88,-1.22%,72.5,72.5,70.82,95697,"16:10 ET"
PLXS,"Plexus Cp",53.07,-0.84,-1.56%,53.61,53.77,53,128616,"16:01 ET"
PLYA,"Playa Hotels & Resorts N.V.",8.13,0.13,+1.63%,8.01,8.16,7.72,814310,"16:09 ET"
PNFP,"Pinnacle Finl Ptnrs",56.3,0.58,+1.04%,55.81,56.39,54.98,296289,"16:01 ET"
PODD,"Insulet Corp",115.09,-1.8,-1.54%,116.85,118.19,114.85,467770,"16:07 ET"
POOL,"Pool Corp",189.64,-1.38,-0.72%,191.13,191.54,189.02,119277,"16:10 ET"
POWI,"Power Integratn",69.35,-2.36,-3.29%,70.79,71.2,69.09,74385,"16:01 ET"
PPBI,"Pacific Premier Bncp",30.36,0.38,+1.27%,29.99,30.52,29.78,343773,"16:07 ET"
PPC,"Pilgrim's Pride",26.3,-0.34,-1.28%,26.61,26.66,26.28,668546,"16:10 ET"
PRAA,"Pra Group Inc",29.83,0.04,+0.13%,29.82,30.02,29.39,162072,"16:01 ET"
PRAH,"Pra Health",95.93,-0.49,-0.51%,96.51,96.9,95.87,375569,"16:11 ET"
PRGS,"Progress Software",41.18,-0.47,-1.13%,41.6,41.61,40.97,102175,"16:07 ET"
PRIM,"Primoris Services Cp",18.99,-0.14,-0.73%,19.13,19.23,18.97,64317,"16:07 ET"
PRTA,"Prothena Corp",9.4,-0.56,-5.62%,9.98,9.98,9.37,306830,"16:07 ET"
PSDO,"Presidio Inc",13.3,0.07,+0.53%,13.19,13.35,13.16,194818,"16:13 ET"
PSMT,"Pricesmart Inc",51.8,-0.3,-0.58%,52.14,52.59,51.01,108577,"16:10 ET"
PTC,"Ptc Inc",83.9,-2.42,-2.80%,85.96,85.96,83.42,1008426,"16:13 ET"
PTCT,"Ptc Therapeutics",40.01,-1.69,-4.05%,41.52,41.52,39.75,657196,"16:07 ET"
PTE,"Polarityte Inc",5.81,-0.11,-1.86%,5.89,5.98,5.69,246742,"16:01 ET"
PTEN,"Patterson-Uti Energy",11.09,0.06,+0.54%,11,11.44,10.74,9484306,"16:07 ET"
PTLA,"Portola Pharma",25.75,-0.34,-1.30%,26.08,26.23,25.73,596685,"16:10 ET"
PUB,"Peoples Utah",28.81,-0.19,-0.66%,28.98,29.22,28.79,26349,"16:13 ET"
PYPL,"Paypal Holdings",116.17,0.45,+0.39%,115.91,116.73,115.27,4194848,"16:19 ET"
PZZA,"Papa John's Intl",50.74,0.24,+0.48%,50.48,51.13,50.16,581402,"16:10 ET"
QCOM,"Qualcomm Inc",68.72,-1.21,-1.73%,68.35,69.12,67.9,11600271,"16:19 ET"
QDEL,"Quidel Cp",56.09,-0.05,-0.09%,56.18,56.92,55.84,169063,"16:01 ET"
QIWI,"Qiwi Plc ADR",19.21,0.1,+0.52%,18.92,19.42,18.85,322342,"16:01 ET"
QLYS,"Qualys Inc",85.42,-1.72,-1.97%,86.59,87.11,85.25,279386,"16:07 ET"
QRTEA,"Qurate Retail Group",12.83,-0.41,-3.10%,13.18,13.3,12.81,3516274,"16:10 ET"
QRVO,"Qorvo Inc",61.5,-1.81,-2.86%,60.93,61.82,60.37,1240752,"16:02 ET"
QTNA,"Quantenna Communications Inc",24.32,-0.03,-0.12%,24.36,24.37,24.31,892462,"16:01 ET"
QURE,"Uniqure N.V.",72.55,1.34,+1.88%,70.87,73,70.37,710220,"16:15 ET"
RARE,"Ultragenyx Pharmaceu",57.16,-1.01,-1.74%,58.05,59.05,56.94,345658,"16:07 ET"
RARX,"Ra Pharmaceuticals Inc",21.26,0.27,+1.29%,21,21.95,20.58,386931,"16:01 ET"
RAVN,"Raven Industries Inc",34.95,-0.1,-0.29%,35.05,35.08,34.62,98120,"16:11 ET"
RBCAA,"Republic Bancorp Inc",46.27,-0.85,-1.80%,47.13,47.47,45.9,11463,"16:01 ET"
RCII,"Rent-A-Center Inc",25.9,-0.05,-0.19%,25.98,26.35,25.68,715808,"16:17 ET"
RCKT,"Rocket Pharmaceuticals Inc",16.13,-0.87,-5.12%,16.97,17,15.71,181295,"16:01 ET"
RDFN,"Redfin Corp",17.9,-0.14,-0.78%,17.99,18.06,17.65,990416,"16:01 ET"
RDWR,"Radware Ltd",24.47,-0.13,-0.53%,24.65,24.65,24.3,106190,"16:07 ET"
REG,"Regency Centers Corp",68.87,0.36,+0.53%,68.5,68.96,68.42,632497,"16:06 ET"
REGI,"Renewable Energy",14.07,0.06,+0.43%,13.98,14.18,13.59,591485,"16:11 ET"
REGN,"Regeneron Pharmaceuticals",305.24,-2.18,-0.71%,306.81,315.2,304,615174,"16:07 ET"
RETA,"Reata Pharma",81.59,-4.4,-5.12%,86.15,86.3,79.64,441881,"16:01 ET"
RGEN,"Repligen Cp",74.22,-0.76,-1.01%,75,75.21,73.57,452638,"16:11 ET"
RGLD,"Royal Gold Inc",95.1,0.53,+0.56%,95.08,96.19,94.22,341503,"16:11 ET"
RGNX,"Regenxbio Inc",48.27,-1.16,-2.35%,49.93,50.04,47.88,499611,"16:11 ET"
RIGL,"Rigel Pharmaceuticals",2.06,-0.06,-2.83%,2.1,2.13,2.05,1168393,"16:11 ET"
RMBS,"Rambus Inc",11.47,-0.43,-3.61%,11.74,11.74,11.45,325104,"16:07 ET"
RMR,"The Rmr Grp A",50.9,-0.79,-1.53%,51.69,52.6,50.71,71254,"16:01 ET"
RNET,"Rignet Inc",8.62,-0.9,-9.45%,9.58,9.58,8.5,75907,"16:01 ET"
RNST,"Renasant Corp",35.94,1.11,+3.19%,34.85,36.01,34.55,269485,"16:01 ET"
ROCK,"Gibraltar Ind Inc",38.3,-0.22,-0.57%,38.57,38.57,38.23,56759,"16:01 ET"
ROIC,"Retail Opp Invts Cp",17.26,0.09,+0.52%,17.15,17.32,17.1,596947,"16:10 ET"
ROKU,"Roku Inc",102.02,-2.95,-2.81%,104.33,106.12,101.98,7256931,"16:19 ET"
ROLL,"RBC Bearings Incorp",150.58,-3.35,-2.18%,153.85,154.4,150.33,62197,"16:01 ET"
ROSE,"Rosehill Resources Inc",3.03,-0.07,-2.26%,3.1,3.1,2.96,84504,"16:01 ET"
ROST,"Ross Stores Inc",100.97,0.43,+0.43%,100.77,101.68,100.43,2546543,"16:10 ET"
RP,"Realpage Inc",57.58,-0.57,-0.98%,57.92,58.06,56.57,783930,"16:13 ET"
RPD,"Rapid7 Inc",52.48,-0.19,-0.36%,52.6,53.1,52.12,418559,"16:07 ET"
RTRX,"Retrophin Inc",19.2,-0.17,-0.88%,19.34,19.42,18.99,247183,"16:07 ET"
RUBY,"Rubius Therapeutics Inc",13.85,-0.18,-1.28%,13.95,14.04,13.68,195324,"16:01 ET"
RUN,"Sunrun Inc",16.46,-0.44,-2.60%,16.96,16.96,16.29,668302,"16:16 ET"
RUSHA,"Rush Entpr Cl A",35.47,-0.45,-1.25%,35.88,35.88,35.21,86430,"16:01 ET"
RUTH,"Ruth's Hospitality",22.67,-0.2,-0.87%,22.84,23.24,22.65,109098,"16:11 ET"
RVNC,"Revance Therapeutics",10.86,-0.11,-1.00%,10.94,11.15,10.67,846805,"16:10 ET"
RYAAY,"Ryanair Hldgs Plc",65.28,-0.91,-1.37%,65.07,65.79,64.78,1034123,"16:10 ET"
RYTM,"Rhythm Pharmaceuticals Inc",22.35,-1.36,-5.74%,23.69,23.76,22.22,117865,"16:01 ET"
