Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
DENN,"Dennys Corp",20.8,0.16,+0.78%,20.65,20.95,20.55,320257,"16:01 ET"
DERM,"Dermira Inc",9.43,-0.54,-5.42%,9.9,9.96,9.35,634864,"16:13 ET"
DHIL,"Diamond Hill Inv",137.73,-1,-0.72%,137.31,140.1,137.31,16066,"16:01 ET"
DIOD,"Diodes Inc",33.07,-0.71,-2.10%,33,33.18,32.45,162556,"16:10 ET"
DISCA,"Discovery Comm A",29.02,-0.87,-2.91%,29.35,29.41,28.89,4961652,"16:01 ET"
DISCK,"Discovery Comm Inc",26.84,-0.93,-3.35%,27.14,27.29,26.82,4163507,"16:10 ET"
DISH,"Dish Network Corp",37.54,-0.35,-0.92%,37.82,38.13,37.24,2315258,"16:01 ET"
DLTR,"Dollar Tree Inc",110.31,1.65,+1.52%,108.98,111.12,108.93,3304489,"16:19 ET"
DNKN,"Dunkin' Brands Group",80.23,-0.06,-0.07%,80.33,80.86,79.93,789596,"16:17 ET"
DNLI,"Denali Therapeutics Inc",18.71,-0.33,-1.73%,19.13,19.22,18.71,262976,"16:01 ET"
DOCU,"Docusign Inc",50.78,2.5,+5.18%,47.81,51,47.8,4185713,"16:15 ET"
DORM,"Dorman Products Inc",86.25,0.56,+0.65%,85.51,86.58,84.9,111343,"16:11 ET"
DOVA,"Dova Pharmaceuticals Inc",9.25,-0.12,-1.28%,9.4,9.51,9.22,97032,"16:01 ET"
DOX,"Amdocs Ltd Ord",61.29,0.46,+0.76%,60.83,61.4,60.71,462169,"16:10 ET"
DRNA,"Dicerna Pharmaceutic",14.76,-0.32,-2.12%,15,15.25,14.75,332687,"16:07 ET"
DXCM,Dexcom,148.04,1.72,+1.18%,146.32,148.48,145.13,1280121,"16:15 ET"
EA,"Electronic Arts Inc",92.73,-0.84,-0.90%,93.56,93.79,90.46,3281313,"16:07 ET"
EBAY,"Ebay Inc",38.91,-0.09,-0.23%,39.14,39.32,38.86,7358910,"16:09 ET"
EBIX,"Ebix Inc",53.35,0.22,+0.41%,53.1,53.71,52.65,139825,"16:10 ET"
EBSB,"Meridian Bncp",17.82,0.1,+0.56%,17.78,17.88,17.7,73167,"16:01 ET"
EBTC,"Enterprise Bancorp",28.54,-0.41,-1.42%,28.7,28.94,28.49,6541,"16:01 ET"
ECOL,"US Ecology Inc",60.76,-0.31,-0.51%,61.02,61.64,60.66,31291,"16:11 ET"
ECPG,"Encore Capital Group",35.64,-0.7,-1.93%,36.54,36.62,35.4,157762,"16:01 ET"
EDIT,"Editas Medicine",21.73,-0.78,-3.47%,22.5,22.76,21.7,530090,"16:07 ET"
EEFT,"Euronet Worldwide",158.83,-1.29,-0.81%,160.27,161.34,158.16,325171,"16:07 ET"
EFII,"Elec Imaging Inc",36.83,-0.02,-0.05%,36.83,36.85,36.82,411023,"16:01 ET"
EFSC,"Enterprises Finl Svc",40.91,-0.1,-0.24%,40.86,41.19,40.53,69020,"16:01 ET"
EGBN,"Eagle Bancorp Inc",55.24,-0.04,-0.07%,55.41,55.65,54.74,76684,"16:01 ET"
EGOV,"Nic Inc",16.05,-0.06,-0.37%,16.08,16.3,15.96,281255,"16:01 ET"
EGRX,"Eagle Pharmaceuticals",51.99,0.31,+0.60%,51.53,52.33,51.07,105731,"16:11 ET"
EHTH,"Ehealth Inc",74.09,0.71,+0.97%,73.43,74.35,71.45,239507,"16:11 ET"
EIGI,"Endurance Int Group",4.51,-0.06,-1.31%,4.56,4.62,4.48,253078,"16:07 ET"
ENDP,"Endo Int'l Plc",4.05,-0.42,-9.40%,4.49,4.55,4.02,4205027,"16:11 ET"
ENSG,"The Ensign Group IN",56.61,0.95,+1.71%,55.89,56.72,55.37,189568,"16:11 ET"
ENTA,"Enanta Pharmaceutica",85.81,-11.54,-11.85%,98.88,101.27,85.42,706543,"16:13 ET"
ENTG,"Entegris Inc",36.79,-0.71,-1.89%,36.98,37.2,36.03,1167052,"16:07 ET"
EOLS,"Evolus Inc",13.79,-0.15,-1.08%,13.85,14.1,13.15,692490,"16:01 ET"
EPAY,"Bottomline Tech IN",45.14,-0.98,-2.12%,45.78,46.29,45.1,167665,"16:11 ET"
EPZM,"Epizyme Inc",11.63,-0.37,-3.08%,11.97,12.16,11.52,663838,"16:08 ET"
EQIX,"Equinix Inc",509.92,2.62,+0.52%,507.3,512.93,505.51,317772,"16:13 ET"
ERI,"Eldorado Resorts",51.7,-0.64,-1.22%,51.89,52.47,51.63,653375,"16:13 ET"
ERIC,"Ericsson ADR",9.46,-0.14,-1.46%,9.47,9.48,9.39,4516171,"16:01 ET"
ERIE,"Erie Indemnity CO",247.23,2.56,+1.05%,245,248.69,243.13,133817,"16:07 ET"
ESGR,"Enstar Group Ltd",174.15,1.87,+1.09%,172.16,175.41,172.16,43593,"16:01 ET"
ESLT,"Elbit Systems Ltd",154.56,-0.44,-0.28%,154.18,155.21,153.96,16225,"16:01 ET"
ESPR,"Esperion Theraptc",49.17,-0.92,-1.84%,50.11,50.19,49.1,342327,"16:18 ET"
ETFC,"E*Trade Finl Corp",45.31,-0.59,-1.29%,45.85,45.89,44.74,1921566,"16:01 ET"
ETSY,"Etsy Inc",67.8,-2.25,-3.21%,70.12,70.19,67.45,1833067,"16:17 ET"
EVBG,"Everbridge Inc",86.08,0.73,+0.86%,85,86.53,84.44,328749,"16:07 ET"
EWBC,"East West Bancorp",44.25,0.49,+1.12%,43.77,44.34,43.5,803687,"16:07 ET"
EXAS,"Exact Sciences Cor",109.78,-2.66,-2.37%,112.24,112.8,109.45,1035141,"16:07 ET"
EXEL,"Exelixis Inc",19.7,-0.21,-1.05%,19.87,19.92,19.67,1501663,"16:11 ET"
EXLS,"Exlservice Holdings",61.25,-0.51,-0.83%,62,62,61.2,40294,"16:01 ET"
EXPD,"Expeditors Intl",73.97,-0.56,-0.75%,74.54,74.67,73.3,728453,"16:11 ET"
EXPE,"Expedia Group Inc",126.81,1.18,+0.94%,125.79,127.84,124.92,1609362,"16:07 ET"
EXPO,"Exponent Inc",57.92,-0.07,-0.12%,58.01,58.78,57.44,83523,"16:11 ET"
EXTR,"Extreme Networks",5.58,-0.36,-6.06%,5.92,5.92,5.56,1045162,"16:10 ET"
EYE,"National Vision Holdings Inc",30.04,-0.22,-0.73%,30.25,30.46,29.5,830124,"16:10 ET"
FANG,"Diamondback Energy",98.95,-1.22,-1.22%,100.43,101.32,98.22,1087567,"16:13 ET"
FANH,"Fanhua Inc",31.38,0.17,+0.54%,31.17,31.54,30.54,373428,"16:04 ET"
FAST,"Fastenal Company",31.65,-1.08,-3.30%,32.67,32.68,31.13,3518055,"16:11 ET"
FATE,"Fate Therapeutics",17.83,0.25,+1.42%,17.63,18.31,17.37,984760,"16:16 ET"
FB,"Facebook Inc",181.33,3.86,+2.18%,180.51,181.84,180,16282012,"16:19 ET"
FBNC,"First Bancorp [Nc]",36.19,-0.22,-0.60%,36.29,36.38,36.09,84152,"16:01 ET"
FCFS,"First Cash Fin Svcs",98.96,1.14,+1.17%,98.46,99.49,97.14,149003,"16:11 ET"
FCNCA,"First Citizens Bancs",434.95,4.83,+1.12%,429.83,437.35,425.75,75928,"16:06 ET"
FELE,"Franklin Electric CO",45.97,-0.3,-0.65%,46.26,46.47,45.37,98105,"16:11 ET"
FEYE,"Fireeye Inc",14.42,-0.18,-1.23%,14.54,14.6,14.31,1628575,"16:12 ET"
FFBC,"First Finl Bncp [Oh]",22.58,-0.15,-0.66%,22.77,22.77,22.45,220545,"16:07 ET"
FFIC,"Flushing Finl Corp",21,-0.02,-0.10%,21.06,21.44,20.89,29683,"16:01 ET"
FFIN,"First Finl Bkshs Inc",29.63,0.03,+0.10%,29.5,29.78,29.26,322005,"16:11 ET"
FFIV,"F5 Networks Inc",136.93,-8.2,-5.65%,140.45,142.33,135.13,1170139,"16:07 ET"
FGEN,"Fibrogen Inc CS",40.68,-0.65,-1.57%,40.96,41.63,40.56,627053,"16:13 ET"
FHB,"First Hawaiian Inc",25.65,-0.05,-0.19%,25.77,25.77,25.4,417701,"16:01 ET"
FISV,"Fiserv Inc",89.2,0.54,+0.61%,88.7,89.34,88.35,1789769,"16:13 ET"
FITB,"Fifth Third Bncp",27.39,0.18,+0.66%,27.23,27.48,26.97,5829738,"16:07 ET"
FIVE,"Five Below Inc",131.82,-0.38,-0.29%,131.82,132.88,131.24,745201,"16:13 ET"
FIVN,"Five9 Inc",50.4,-0.32,-0.63%,50.45,50.63,49.87,526888,"16:10 ET"
FIZZ,"Natl Beverage Cp",44.59,-0.72,-1.59%,45.4,45.76,43.79,329703,"16:10 ET"
FLEX,"Flextronics Intl Ltd",9.04,-0.38,-4.03%,9.31,9.35,9.01,6895850,"16:07 ET"
FLIC,"First of Long Isla",21.44,0.06,+0.28%,21.5,21.6,20.94,75790,"16:01 ET"
FLIR,"Flir Systems Inc",51.12,-0.81,-1.56%,51.81,51.81,51.08,447008,"16:13 ET"
FMAO,"Farmers & Merch Banc",28.04,-0.25,-0.88%,28,28.3,27.77,7220,"16:01 ET"
FMBI,"First Midwest Bncp",20.57,0.01,+0.05%,20.55,20.71,20.4,293829,"16:10 ET"
FNLC,"First Bancorp Inc",25.34,0.15,+0.60%,25.39,25.84,25.33,4133,"16:01 ET"
FNSR,"Finisar Corp",21.78,-0.51,-2.29%,22.06,22.2,21.78,921069,"16:10 ET"
FOLD,"Amicus Therapeutics",11.35,-0.31,-2.66%,11.61,11.64,11.35,1407950,"16:10 ET"
FORM,"Formfactor Inc",14.51,-0.66,-4.35%,14.96,15,14.47,385971,"16:07 ET"
FORR,"Forrester Resrch",45.47,-0.6,-1.30%,46.04,46.19,45.47,28851,"16:11 ET"
FOSL,"Fossil Group",10.2,-0.49,-4.58%,10.69,10.69,10.2,696846,"16:07 ET"
FOX,"Fox Corp Cl B",34.96,0.02,+0.06%,34.99,35.16,34.56,2386223,"16:01 ET"
FOXA,"Fox Corp Cl A",35.24,-0.05,-0.14%,35.24,35.5,34.93,4353073,"16:06 ET"
FOXF,"Fox Factory Cp",72.84,-0.65,-0.88%,73.35,74.25,72.5,143421,"16:10 ET"
FPRX,"Five Prime Thera",5.9,-0.48,-7.52%,6.41,6.41,5.8,909035,"16:01 ET"
FRME,"First Merchants Corp",35.71,-0.18,-0.50%,35.75,35.91,35.39,290953,"16:01 ET"
FSLR,"First Solar Inc",61.24,-0.91,-1.46%,61.64,61.95,61.01,700934,"16:07 ET"
FSV,"Firstsrvce Sub VT Sh",96.7,0.3,+0.31%,96.79,97.23,96.22,30953,"16:01 ET"
FTDR,"Frontdoor Inc",41.42,-0.49,-1.17%,42.01,42.1,40.88,774694,"16:10 ET"
FTNT,"Fortinet Inc",75.71,-0.9,-1.17%,76.53,77.13,75.69,1212221,"16:13 ET"
FTR,"Frontier Commun Cp",1.46,-0.06,-3.95%,1.51,1.52,1.32,3844644,"16:17 ET"
FULT,"Fulton Financial Cor",16.08,-0.06,-0.37%,16.14,16.24,15.92,826568,"16:01 ET"
FWONK,"Liberty Media F1 Series K",36.54,-0.72,-1.93%,37.22,37.22,36.43,680807,"16:07 ET"
FWRD,"Foward Air Corp",59.35,-0.34,-0.57%,59.69,60.18,58.76,116042,"16:07 ET"
GABC,"German Amer Bncp Inc",29.55,0.1,+0.34%,29.43,29.62,29.12,54668,"16:06 ET"
GASS,"Stealthgas Inc",3.28,0,0.00%,3.36,3.36,3.26,12915,"16:01 ET"
GBCI,"Glacier Bancorp Inc",39.9,-0.04,-0.10%,39.98,40.12,39.49,181258,"16:11 ET"
GBT,"Global Blood Ther",53.98,-3.54,-6.15%,55,57.74,51.3,2999641,"16:10 ET"
GDEN,"Golden Entmt",13.82,-0.47,-3.29%,14.33,14.49,13.82,75255,"16:01 ET"
GDS,"Gds Holdings Ltd",32.73,-1.44,-4.21%,33.51,33.6,32.28,958931,"16:02 ET"
GEOS,"Geospace Technologie",12.84,-0.04,-0.31%,13.08,13.2,12.47,66027,"16:01 ET"
GGAL,"Grupo Fin Galicia",32.9,-1.15,-3.38%,34.05,34.52,32.88,1490592,"16:01 ET"
GH,"Guardant Health Inc",88.82,-0.99,-1.10%,89.92,90.96,87.12,326275,"16:13 ET"
GHDX,"Genomic Health Inc",51.14,-1.27,-2.42%,52.3,52.5,51.12,300882,"16:10 ET"
GIII,"G-III Apparel Gp",25.7,0.31,+1.22%,25.36,25.96,25.05,864896,"16:10 ET"
GILD,"Gilead Sciences Inc",66.36,-0.63,-0.94%,66.91,66.98,66.2,5293493,"16:07 ET"
GLIBA,"Gci Liberty Inc Cl A",60.37,0.2,+0.33%,60.13,60.5,59.81,237035,"16:07 ET"
GLNG,"Golar Lng Ltd",16.51,-0.43,-2.54%,16.94,16.97,16.47,627669,"16:10 ET"
GLPI,"Gaming & Leisure",39.78,0.12,+0.30%,39.7,39.94,39.52,609724,"16:10 ET"
GLYC,"Glycomimetics Inc",11.19,-0.16,-1.41%,11.32,11.45,11.15,109618,"16:07 ET"
GMLP,"Golar Lng Partners",11.22,-0.18,-1.58%,11.36,11.41,11.21,102496,"16:01 ET"
GNTX,"Gentex Corp",23.51,-0.26,-1.09%,23.75,23.76,23.48,1036403,"16:01 ET"
GOGL,"Golden Ocean Gp",4.65,-0.08,-1.69%,4.74,4.74,4.65,116928,"16:01 ET"
GOGO,"Gogo Inc",4.37,0.05,+1.16%,4.29,4.46,4.27,1221222,"16:16 ET"
GOOG,"Alphabet Cl C",1085.35,-3.42,-0.31%,1086.42,1092.69,1080.17,1099081,"16:19 ET"
GOOGL,"Alphabet Cl A",1086.3,-4.71,-0.43%,1089.74,1094.76,1081.48,1201695,"16:19 ET"
GPOR,"Gulfport Energy Corp",4.79,-0.23,-4.58%,5,5.06,4.79,2867021,"16:07 ET"
GPRE,"Green Plains Inc",12.02,-0.15,-1.23%,12.12,12.21,11.9,478565,"16:07 ET"
GPRO,"Gopro Inc Cl A",5.77,-0.11,-1.87%,5.85,5.95,5.77,2250107,"16:18 ET"
GRFS,"Grifols S.A.",19.27,-0.29,-1.48%,19.34,19.4,19.14,914450,"16:13 ET"
GRMN,"Garmin Ltd",79.79,-0.7,-0.87%,79.93,80.73,79.78,638143,"16:07 ET"
GRPN,"Groupon Cl A",3.57,-0.1,-2.72%,3.65,3.69,3.56,4575102,"16:19 ET"
GSBC,"Great Southern Bncp",60,0.4,+0.67%,60,60.5,59.24,46457,"16:01 ET"
GSM,"Ferroglobe Plc Os",1.52,-0.07,-4.40%,1.58,1.6,1.51,267534,"16:01 ET"
GT,"Goodyear Tire Rubber",14.83,-0.08,-0.54%,14.91,14.95,14.67,2313208,"16:07 ET"
GTHX,"G1 Therapeutics Inc",18.58,-0.44,-2.31%,19.12,19.42,18.54,204496,"16:07 ET"
GTLS,"Chart Industries IN",75.3,-1.68,-2.18%,76.4,76.53,75.14,1017408,"16:11 ET"
GTYH,"Gty Technology Holdings Inc",7.57,-0.15,-1.94%,7.75,7.87,7.39,276692,"16:01 ET"
GWPH,"Gw Pharma ADR",170.88,-4.86,-2.77%,175.69,175.69,170.25,286404,"16:18 ET"
HA,"Hawaiian Hldgs Inc",26.67,-0.39,-1.44%,26.96,27.29,26.62,345931,"16:07 ET"
HAFC,"Hanmi Financial Cp",21.48,0,0.00%,21.48,21.62,21.28,64766,"16:01 ET"
HAIN,"Hain Celestial Group",21.17,0.05,+0.24%,21.1,21.36,20.85,679721,"16:10 ET"
HALO,"Halozyme Therapeutic",15.73,-0.11,-0.69%,15.83,16,15.68,625936,"16:07 ET"
HAS,"Hasbro Inc",107.46,-0.06,-0.06%,107.13,107.71,106.87,551327,"16:07 ET"
HBAN,"Huntington Bcshs",13.36,-0.07,-0.52%,13.31,13.41,13.1,6961990,"16:15 ET"
HBMD,"Howard Bancorp MD",14.07,0.05,+0.36%,13.81,14.1,13.79,5281,"16:01 ET"
HCSG,"Healthcare Svcs Gp",33.02,-0.14,-0.42%,33.07,33.44,32.92,300136,"16:10 ET"
HDS,"HD Supply Hlds Cmm",39.51,-0.51,-1.27%,39.87,40.01,39.38,1573855,"16:10 ET"
HEES,"H&E Equip Services",27.28,-0.41,-1.48%,27.61,27.64,26.98,138242,"16:07 ET"
HELE,"Helen of Troy Ltd",136.74,0.27,+0.20%,136.84,137.83,135.39,134936,"16:11 ET"
HIMX,"Himax Technologies",3.35,-0.03,-0.89%,3.35,3.37,3.31,553404,"16:01 ET"
HMHC,"Houghton Mifflin Har",5.25,-0.07,-1.32%,5.28,5.36,5.23,535701,"16:07 ET"
HMST,"Homestreet Inc",31.66,0.52,+1.67%,31.17,31.71,30.84,174321,"16:01 ET"
HMSY,"Hms Hldgs Cp",30.24,-0.31,-1.01%,30.65,30.84,30.21,243915,"16:11 ET"
HNRG,"Hallador Energy CO",5.55,-0.07,-1.25%,5.62,5.64,5.45,36558,"16:01 ET"
HOLI,"Hollysys Automation",17.95,-0.5,-2.71%,18.09,18.23,17.91,274781,"16:01 ET"
HOLX,"Hologic Inc",47.84,0.16,+0.34%,47.84,48.35,47.57,1042478,"16:10 ET"
HOMB,"Home Bancshares Inc",18.72,-0.01,-0.05%,18.78,18.81,18.5,585237,"16:01 ET"
HONE,"Harborone Bancorp Inc",18.08,0.08,+0.44%,18.12,18.28,17.94,44049,"16:01 ET"
HOPE,"Hope Bancorp Inc",13.31,-0.08,-0.60%,13.4,13.4,13.18,339545,"16:10 ET"
HPT,"Hospitality Properites Trust",24.54,-0.13,-0.53%,24.67,24.8,24.54,690613,"16:07 ET"
HQY,Healthequity,69.95,-1.59,-2.22%,71.94,73,69.6,652222,"16:19 ET"
HSIC,"Henry Schein Inc",71.28,-0.11,-0.15%,71.36,71.75,70.75,650991,"16:07 ET"
HSKA,"Heska Corp",79.48,1.58,+2.03%,77.77,80.27,77.7,72501,"16:11 ET"
HTHT,"Huazhu Group Ltd",31.4,-0.21,-0.66%,31.25,31.55,31.04,966049,"16:10 ET"
HTLD,"Heartland Express",19.08,-0.02,-0.10%,19.09,19.25,18.88,338291,"16:07 ET"
HTLF,"Heartland Finl USA",43.82,0.25,+0.57%,43.58,44.01,43.2,77923,"16:01 ET"
HUBG,"Hub Group Inc A",41.75,-0.32,-0.76%,42,42.42,41.5,138788,"16:07 ET"
HURN,"Huron Consulting",51.4,-0.01,-0.02%,51.17,51.97,51.05,77571,"16:01 ET"
HWC,"Hancock Whitney Corp",39.75,-0.04,-0.10%,39.82,39.99,39.11,229799,"16:07 ET"
HX,"Hexindai Inc",2.41,-0.05,-2.03%,2.47,2.5,2.36,132125,"16:01 ET"
HZNP,"Horizon Pharma Ord",22.81,-0.79,-3.35%,23.55,23.68,22.77,1195807,"16:13 ET"
IAC,Iac/Interactive,228.42,-2.36,-1.02%,230.71,232.5,226.36,457966,"16:13 ET"
IART,"Integra Lifesciences",50.88,-0.22,-0.43%,51.05,51.34,50.74,313512,"16:11 ET"
IBKC,"Iberiabank Corp",74.63,-0.21,-0.28%,74.81,75.08,73.51,249123,"16:01 ET"
IBOC,"Intl Bancshares",37.15,-0.31,-0.83%,37.38,37.66,36.88,96988,"16:01 ET"
IBTX,"Independent Bank Group",53.61,0.45,+0.85%,53.28,53.81,52.63,233729,"16:01 ET"
ICFI,"Icf International",75,0.92,+1.24%,74.05,75.22,74,77737,"16:01 ET"
ICLR,"Icon Plc",142.91,-2.13,-1.47%,145.37,148,142.78,349203,"16:01 ET"
ICPT,"Intercept Pharmaceuticals",79.52,-2.12,-2.60%,81.29,81.29,78.64,362321,"16:15 ET"
ICUI,"I C U Medical Inc",241.71,2.38,+0.99%,238.18,242.68,237.89,140105,"16:02 ET"
IDCC,"Interdigital Inc",63.95,-0.95,-1.46%,64.79,64.87,63.93,225945,"16:11 ET"
IDXX,"Idexx Laboratories",267.74,0.58,+0.22%,267.12,268.85,266.06,283403,"16:07 ET"
IEP,"Icahn Enterprises",69.85,-0.69,-0.98%,70.55,70.75,69.4,45536,"16:01 ET"
IFRX,"Fireman B.V.",3.15,-0.21,-6.25%,3.31,3.33,3.13,1424847,"16:06 ET"
IIVI,"I I V I Inc",33.65,-1.13,-3.25%,34.47,34.47,33.37,530483,"16:09 ET"
ILMN,"Illumina Inc",344,2.72,+0.80%,341.3,344.36,340.43,736527,"16:13 ET"
ILPT,"Industrial Logistics Properties Trust",19.48,0.05,+0.26%,19.42,19.56,19.32,180796,"16:06 ET"
IMGN,"Immunogen Inc",1.98,-0.2,-9.17%,2.16,2.16,1.97,3399646,"16:15 ET"
IMMU,"Immunomedics Inc",12.36,-0.38,-2.98%,12.71,12.85,12.27,1413420,"16:07 ET"
INBK,"First Internet Bcp",21.06,0.01,+0.05%,21.16,21.34,20.94,15904,"16:01 ET"
INCY,"Incyte Corp",77.71,1.34,+1.75%,76.3,77.79,75.46,1210514,"16:13 ET"
INDB,"Independent Bk Corp",71.82,0.29,+0.41%,71.57,72.18,71.18,75688,"16:11 ET"
INFO,"IHS Markit Ltd",59.32,0.06,+0.10%,59.44,59.95,59.12,884725,"16:11 ET"
INGN,"Inogen Inc",68,0.33,+0.49%,67.73,68.32,66.21,313222,"16:18 ET"
INO,"Inovio Pharma",2.41,-0.12,-4.74%,2.53,2.53,2.4,542900,"16:01 ET"
INOV,"Inovalon Hldgs Cm A",14.09,-0.19,-1.33%,14.25,14.31,14.09,114538,"16:01 ET"
INSM,"Insmed Inc",23.8,-0.91,-3.68%,24.62,24.73,23.49,667434,"16:07 ET"
INSY,"Insys Therapeutics Inc",0.34,-0.06,-15.00%,0.4,0.43,0.31,8319197,"16:18 ET"
INTC,"Intel Corp",46.19,-0.51,-1.09%,45.83,46.42,45.55,14431583,"16:19 ET"
INTU,"Intuit Inc",254.13,-3.06,-1.19%,256.37,257.34,253.95,1193303,"16:10 ET"
INVA,"Innoviva Inc",14.11,-0.17,-1.19%,14.28,14.36,14.09,412725,"16:11 ET"
IONS,"Ionis Pharmaceuticals",62.09,-1.79,-2.80%,63.7,63.87,62.05,876680,"16:07 ET"
IOSP,"Innospec Inc",85.65,0.04,+0.05%,85.5,86.26,84.58,106284,"16:11 ET"
IOVA,"Iovance Biotherapeutics Inc",19.1,-0.29,-1.50%,19.33,19.55,18.78,953424,"16:01 ET"
IPAR,"Inter Parfums Inc",66.84,-0.25,-0.37%,67.04,67.22,66.18,74647,"16:11 ET"
IPGP,"Ipg Photonics Corp",131.94,-5.37,-3.91%,135.93,135.93,130.31,438915,"16:07 ET"
IPHS,"Innophos Hldngs Inc",27.65,-0.35,-1.25%,27.98,28.15,27.52,41284,"16:01 ET"
IQ,"Iqiyi Inc ADR",17.89,-0.44,-2.40%,18.19,18.19,17.64,5626477,"16:16 ET"
IRBT,"Irobot Corp",88.5,-1.56,-1.73%,90,90,88.18,346900,"16:19 ET"
IRDM,"Iridium Comm Inc",22.95,-0.41,-1.76%,23.38,23.38,22.86,631074,"16:11 ET"
IRTC,"Irhythm Technologies Inc",78.66,0.21,+0.27%,78.09,79.6,77.42,302310,"16:07 ET"
IRWD,"Ironwood Pharmaceuti",10.37,-0.6,-5.47%,10.96,11,10.36,694443,"16:10 ET"
ISBC,"Investors Bancorp",10.6,-0.04,-0.38%,10.63,10.71,10.5,1399869,"16:07 ET"
ISCA,"Intl Speedway Cl A",45.1,0.02,+0.04%,45.1,45.25,45.1,50845,"16:01 ET"
ISRG,"Intuitive Surg Inc",496.54,-9.06,-1.79%,502.48,505,491,635382,"16:07 ET"
ISTR,"Investar Holding",23.5,0.17,+0.75%,23.46,23.56,23.35,17006,"16:01 ET"
ITCI,"Intra-Cellular Ther",12.51,-0.33,-2.57%,12.74,13.54,12.5,427711,"16:07 ET"
ITRI,"Itron Inc",59.61,-0.34,-0.57%,59.75,59.9,58.63,279479,"16:01 ET"
ITRN,"Ituran Location",31.55,0.1,+0.32%,31.47,31.84,31.07,85724,"16:01 ET"
JACK,"Jack IN The Box Inc",85.52,-0.13,-0.15%,85.71,86.34,84.87,303577,"16:10 ET"
JAZZ,"Jazz Pharma Plc",130.43,0.12,+0.09%,130.21,130.88,128.94,510993,"16:07 ET"
JBHT,"J B Hunt Transport",90.85,0.79,+0.88%,90.07,91.21,88.73,1081950,"16:07 ET"
JBLU,"Jetblue Airways Cp",19.35,-0.09,-0.46%,19.41,19.6,19.22,3771044,"16:10 ET"
JCOM,"J2 Global Inc",86.61,-0.04,-0.05%,86.53,86.83,85.98,190744,"16:11 ET"
JD,"Jd.com Inc Ads",27.05,-0.49,-1.78%,27.11,27.12,26.64,9031938,"16:19 ET"
JJSF,"J J Snack Foods",164.11,-0.19,-0.12%,164.7,165.06,163.67,60646,"16:01 ET"
JKHY,"Jack Henry & Assoc",137.81,-0.16,-0.12%,137.85,138.48,137.44,198109,"16:13 ET"
JOBS,"51Job Inc",70.77,-0.97,-1.35%,71.4,71.9,70.77,102702,"16:10 ET"
JRVR,"James River Gp HD",46.42,0,0.00%,46.48,46.81,46.35,188594,"16:01 ET"
KALA,"Kala Pharmaceuticals Inc",5.11,0.1,+2.00%,5,5.23,4.89,318054,"16:01 ET"
KALU,"Kaiser Aluminum",92.21,-2.32,-2.45%,93.97,94.47,91.92,93314,"16:11 ET"
KBAL,"Kimball Intl Cl B",16.55,-0.18,-1.08%,16.74,16.93,16.42,63534,"16:04 ET"
KELYA,"Kelly Svcs Cl A",25.26,-0.15,-0.59%,25.4,25.84,25.19,230096,"16:07 ET"
KHC,"Kraft Heinz CO",30.31,-0.1,-0.33%,30.49,30.53,29.98,11767381,"16:01 ET"
KLAC,"K L A-Tencor Corp",109.7,-1.24,-1.12%,108.86,110.39,107.69,1147002,"16:01 ET"
KLIC,"Kulicke and Soffa",21.35,-0.1,-0.47%,21.12,21.4,20.75,358977,"16:07 ET"
KLXE,"Klx Energy Services Holdings Inc",19.09,-1.44,-7.01%,20.47,20.99,18.6,180321,"16:11 ET"
KNSL,"Kinsale Capital Group Inc",89.25,-0.1,-0.11%,89.52,91.25,89.25,71071,"16:01 ET"
KRNT,"Kornit Digital Ord",28.39,-0.24,-0.84%,28.7,30,28.19,3899451,"16:01 ET"
KRNY,"Kearny Financial",13.46,-0.03,-0.22%,13.47,13.55,13.41,215765,"16:01 ET"
KTOS,"Kratos Defns",21.69,-0.29,-1.32%,21.84,22.22,21.59,1067211,"16:07 ET"
LABL,"Multi Color Cp",49.96,0,0.00%,49.96,49.97,49.94,41571,"16:01 ET"
LAMR,"Lamar Advertis A",79.85,0.05,+0.06%,79.7,80.33,79.05,292817,"16:01 ET"
LANC,"Lancaster Colony Cor",150.19,-0.26,-0.17%,150.23,150.99,149.08,75179,"16:11 ET"
LBAI,"Lakeland Bancorp Inc",15.79,0.06,+0.38%,15.73,15.88,15.54,69896,"16:01 ET"
LBRDA,"Liberty Broadbd A",100.05,0.42,+0.42%,99.62,100.37,99.09,80377,"16:07 ET"
LBRDK,"Liberty Broadbd C",100.59,0.49,+0.49%,100.39,101.52,99.37,263054,"16:10 ET"
LBTYA,"Liberty Global Ord A",26.71,0.33,+1.25%,26.38,26.91,26.18,1352560,"16:01 ET"
LBTYK,"Liberty Global Ord C",25.92,0.29,+1.13%,25.62,26.14,25.46,1535843,"16:01 ET"
LECO,"Lincoln Elec Hldg",77.63,0.15,+0.19%,77.44,77.92,76.15,329221,"16:10 ET"
LEXEA,"Liberty Expedia Holdings Inc",45.49,0.43,+0.95%,44.96,45.83,44.81,321905,"16:07 ET"
LFUS,"Littelfuse Inc",167.46,-6.84,-3.92%,173.63,174.25,167.1,187885,"16:01 ET"
LGCY,"Legacy Reserves Inc",0.15,0.01,+8.70%,0.2,0.22,0.13,79844125,"16:18 ET"
LGIH,"LGI Homes Inc",73.1,2.05,+2.89%,70.91,73.65,70.91,213905,"16:01 ET"
